Image,Voltage,Strategy,Off_Coeff,Fac_Coeff,Power_Saving(%),Distortion(%)
Image_26,13.0,both,0.1,0.7,26.41,2.5603
Image_26,13.0,both,0.2,0.3,27.8,2.8332
Image_26,13.0,both,0.2,0.5,26.51,2.5697
Image_26,13.0,both,0.2,0.7,25.24,2.3107
Image_26,13.0,both,0.3,0.3,26.62,2.5842
Image_26,13.0,both,0.3,0.5,25.34,2.3251
Image_26,13.0,both,0.3,0.7,24.08,2.0696
Image_26,12.0,none,0.0,0.0,45.74,5.6501
Image_26,12.0,brightness,0.1,0.3,44.48,5.3341
Image_26,12.0,brightness,0.1,0.5,44.48,5.3341
Image_26,12.0,brightness,0.1,0.7,44.48,5.3341
Image_26,12.0,brightness,0.2,0.3,43.13,5.009
Image_26,12.0,brightness,0.2,0.5,43.13,5.009
Image_26,12.0,brightness,0.2,0.7,43.13,5.009
Image_26,12.0,brightness,0.3,0.3,41.78,4.6873
Image_26,12.0,brightness,0.3,0.5,41.78,4.6873
Image_26,12.0,brightness,0.3,0.7,41.78,4.6873
Image_26,12.0,contrast,0.1,0.3,43.64,5.158
Image_26,12.0,contrast,0.1,0.5,42.16,4.8162
Image_26,12.0,contrast,0.1,0.7,40.71,4.4835
Image_26,12.0,contrast,0.2,0.3,43.64,5.158
Image_26,12.0,contrast,0.2,0.5,42.16,4.8162
Image_26,12.0,contrast,0.2,0.7,40.71,4.4835
Image_26,12.0,contrast,0.3,0.3,43.64,5.158
Image_26,12.0,contrast,0.3,0.5,42.16,4.8162
Image_26,12.0,contrast,0.3,0.7,40.71,4.4835
Image_26,12.0,both,0.1,0.3,42.29,4.8325
Image_26,12.0,both,0.1,0.5,40.82,4.4953
Image_26,12.0,both,0.1,0.7,39.38,4.1672
Image_26,12.0,both,0.2,0.3,40.94,4.5099
Image_26,12.0,both,0.2,0.5,39.48,4.1764
Image_26,12.0,both,0.2,0.7,38.06,3.8535
Image_26,12.0,both,0.3,0.3,39.6,4.1923
Image_26,12.0,both,0.3,0.5,38.15,3.8641
Image_26,12.0,both,0.3,0.7,36.75,3.5473
Image_26,11.0,none,0.0,0.0,58.12,7.6632
Image_26,11.0,brightness,0.1,0.3,56.93,7.3336
Image_26,11.0,brightness,0.1,0.5,56.93,7.3336
Image_26,11.0,brightness,0.1,0.7,56.93,7.3336
Image_26,11.0,brightness,0.2,0.3,55.59,6.9653
Image_26,11.0,brightness,0.2,0.5,55.59,6.9653
Image_26,11.0,brightness,0.2,0.7,55.59,6.9653
Image_26,11.0,brightness,0.3,0.3,54.26,6.6023
Image_26,11.0,brightness,0.3,0.5,54.26,6.6023
Image_26,11.0,brightness,0.3,0.7,54.26,6.6023
Image_26,11.0,contrast,0.1,0.3,56.06,7.1153
Image_26,11.0,contrast,0.1,0.5,54.64,6.7438
Image_26,11.0,contrast,0.1,0.7,53.24,6.382
Image_26,11.0,contrast,0.2,0.3,56.06,7.1153
Image_26,11.0,contrast,0.2,0.5,54.64,6.7438
Image_26,11.0,contrast,0.2,0.7,53.24,6.382
Image_26,11.0,contrast,0.3,0.3,56.06,7.1153
Image_26,11.0,contrast,0.3,0.5,54.64,6.7438
Image_26,11.0,contrast,0.3,0.7,53.24,6.382
Image_26,11.0,both,0.1,0.3,54.75,6.7587
Image_26,11.0,both,0.1,0.5,53.34,6.3937
Image_26,11.0,both,0.1,0.7,51.97,6.0413
Image_26,11.0,both,0.2,0.3,53.44,6.4063
Image_26,11.0,both,0.2,0.5,52.06,6.0491
Image_26,11.0,both,0.2,0.7,50.72,5.7058
Image_26,11.0,both,0.3,0.3,52.15,6.0598
Image_26,11.0,both,0.3,0.5,50.79,5.7121
Image_26,11.0,both,0.3,0.7,49.48,5.3782
Image_27,15.0,none,0.0,0.0,0.0,0.0
Image_27,15.0,brightness,0.1,0.3,0.16,0.063
Image_27,15.0,brightness,0.1,0.5,0.16,0.063
Image_27,15.0,brightness,0.1,0.7,0.16,0.063
Image_27,15.0,brightness,0.2,0.3,0.16,0.063
Image_27,15.0,brightness,0.2,0.5,0.16,0.063
Image_27,15.0,brightness,0.2,0.7,0.16,0.063
Image_27,15.0,brightness,0.3,0.3,0.16,0.063
Image_27,15.0,brightness,0.3,0.5,0.16,0.063
Image_27,15.0,brightness,0.3,0.7,0.16,0.063
Image_27,15.0,contrast,0.1,0.3,0.16,0.063
Image_27,15.0,contrast,0.1,0.5,0.16,0.063
Image_27,15.0,contrast,0.1,0.7,0.16,0.063
Image_27,15.0,contrast,0.2,0.3,0.16,0.063
Image_27,15.0,contrast,0.2,0.5,0.16,0.063
Image_27,15.0,contrast,0.2,0.7,0.16,0.063
Image_27,15.0,contrast,0.3,0.3,0.16,0.063
Image_27,15.0,contrast,0.3,0.5,0.16,0.063
Image_27,15.0,contrast,0.3,0.7,0.16,0.063
Image_27,15.0,both,0.1,0.3,0.16,0.063
Image_27,15.0,both,0.1,0.5,0.16,0.063
Image_27,15.0,both,0.1,0.7,0.16,0.063
Image_27,15.0,both,0.2,0.3,0.16,0.063
Image_27,15.0,both,0.2,0.5,0.16,0.063
Image_27,15.0,both,0.2,0.7,0.16,0.063
Image_27,15.0,both,0.3,0.3,0.16,0.063
Image_27,15.0,both,0.3,0.5,0.16,0.063
Image_27,15.0,both,0.3,0.7,0.16,0.063
Image_27,14.0,none,0.0,0.0,15.83,1.3457
Image_27,14.0,brightness,0.1,0.3,15.17,1.2222
Image_27,14.0,brightness,0.1,0.5,15.17,1.2222
Image_27,14.0,brightness,0.1,0.7,15.17,1.2222
Image_27,14.0,brightness,0.2,0.3,13.97,1.0333
Image_27,14.0,brightness,0.2,0.5,13.97,1.0333
Image_27,14.0,brightness,0.2,0.7,13.97,1.0333
Image_27,14.0,brightness,0.3,0.3,12.82,0.9288
Image_27,14.0,brightness,0.3,0.5,12.82,0.9288
Image_27,14.0,brightness,0.3,0.7,12.82,0.9288
Image_27,14.0,contrast,0.1,0.3,14.95,1.21
Image_27,14.0,contrast,0.1,0.5,14.14,1.0858
Image_27,14.0,contrast,0.1,0.7,13.32,0.9599
Image_27,14.0,contrast,0.2,0.3,14.95,1.21
Image_27,14.0,contrast,0.2,0.5,14.14,1.0858
Image_27,14.0,contrast,0.2,0.7,13.32,0.9599
Image_27,14.0,contrast,0.3,0.3,14.95,1.21
Image_27,14.0,contrast,0.3,0.5,14.14,1.0858
Image_27,14.0,contrast,0.3,0.7,13.32,0.9599
Image_27,14.0,both,0.1,0.3,13.86,1.0263
Image_27,14.0,both,0.1,0.5,13.0,0.9026
Image_27,14.0,both,0.1,0.7,12.19,0.7868
Image_27,14.0,both,0.2,0.3,12.77,0.8571
Image_27,14.0,both,0.2,0.5,11.91,0.7679
Image_27,14.0,both,0.2,0.7,11.08,0.6509
Image_27,14.0,both,0.3,0.3,11.66,0.767
Image_27,14.0,both,0.3,0.5,10.82,0.6614
Image_27,14.0,both,0.3,0.7,9.97,0.5749
Image_27,13.0,none,0.0,0.0,30.35,2.7087
Image_27,13.0,brightness,0.1,0.3,28.88,2.4352
Image_27,13.0,brightness,0.1,0.5,28.88,2.4352
Image_27,13.0,brightness,0.1,0.7,28.88,2.4352
Image_27,13.0,brightness,0.2,0.3,27.21,2.1517
Image_27,13.0,brightness,0.2,0.5,27.21,2.1517
Image_27,13.0,brightness,0.2,0.7,27.21,2.1517
Image_27,13.0,brightness,0.3,0.3,25.34,1.9026
Image_27,13.0,brightness,0.3,0.5,25.34,1.9026
Image_27,13.0,brightness,0.3,0.7,25.34,1.9026
Image_27,13.0,contrast,0.1,0.3,28.68,2.4241
Image_27,13.0,contrast,0.1,0.5,27.31,2.2082
Image_27,13.0,contrast,0.1,0.7,26.02,1.9928
Image_27,13.0,contrast,0.2,0.3,28.68,2.4241
Image_27,13.0,contrast,0.2,0.5,27.31,2.2082
Image_27,13.0,contrast,0.2,0.7,26.02,1.9928
Image_27,13.0,contrast,0.3,0.3,28.68,2.4241
Image_27,13.0,contrast,0.3,0.5,27.31,2.2082
Image_27,13.0,contrast,0.3,0.7,26.02,1.9928
Image_27,13.0,both,0.1,0.3,26.91,2.1164
Image_27,13.0,both,0.1,0.5,25.59,1.9066
Image_27,13.0,both,0.1,0.7,24.25,1.6914
Image_27,13.0,both,0.2,0.3,25.17,1.819
Image_27,13.0,both,0.2,0.5,23.82,1.6232
Image_27,13.0,both,0.2,0.7,22.51,1.4232
Image_27,13.0,both,0.3,0.3,23.4,1.6304
Image_27,13.0,both,0.3,0.5,22.08,1.4369
Image_27,13.0,both,0.3,0.7,20.75,1.2655
Image_27,12.0,none,0.0,0.0,43.56,4.1178
Image_27,12.0,brightness,0.1,0.3,41.73,3.7527
Image_27,12.0,brightness,0.1,0.5,41.73,3.7527
Image_27,12.0,brightness,0.1,0.7,41.73,3.7527
Image_27,12.0,brightness,0.2,0.3,39.72,3.3625
Image_27,12.0,brightness,0.2,0.5,39.72,3.3625
Image_27,12.0,brightness,0.2,0.7,39.72,3.3625
Image_27,12.0,brightness,0.3,0.3,37.73,3.029
Image_27,12.0,brightness,0.3,0.5,37.73,3.029
Image_27,12.0,brightness,0.3,0.7,37.73,3.029
Image_27,12.0,contrast,0.1,0.3,41.49,3.7311
Image_27,12.0,contrast,0.1,0.5,39.96,3.4552
Image_27,12.0,contrast,0.1,0.7,38.46,3.1878
Image_27,12.0,contrast,0.2,0.3,41.49,3.7311
Image_27,12.0,contrast,0.2,0.5,39.96,3.4552
Image_27,12.0,contrast,0.2,0.7,38.46,3.1878
Image_27,12.0,contrast,0.3,0.3,41.49,3.7311
Image_27,12.0,contrast,0.3,0.5,39.96,3.4552
Image_27,12.0,contrast,0.3,0.7,38.46,3.1878
Image_27,12.0,both,0.1,0.3,39.49,3.3498
Image_27,12.0,both,0.1,0.5,37.95,3.073
Image_27,12.0,both,0.1,0.7,36.45,2.8027
Image_27,12.0,both,0.2,0.3,37.48,2.9626
Image_27,12.0,both,0.2,0.5,35.95,2.6934
Image_27,12.0,both,0.2,0.7,34.45,2.4218
Image_27,12.0,both,0.3,0.3,35.48,2.6519
Image_27,12.0,both,0.3,0.5,33.94,2.4107
Image_27,12.0,both,0.3,0.7,32.44,2.1753
Image_27,11.0,none,0.0,0.0,55.46,5.5593
Image_27,11.0,brightness,0.1,0.3,53.71,5.1863
Image_27,11.0,brightness,0.1,0.5,53.71,5.1863
Image_27,11.0,brightness,0.1,0.7,53.71,5.1863
Image_27,11.0,brightness,0.2,0.3,51.74,4.7649
Image_27,11.0,brightness,0.2,0.5,51.74,4.7649
Image_27,11.0,brightness,0.2,0.7,51.74,4.7649
Image_27,11.0,brightness,0.3,0.3,49.76,4.3342
Image_27,11.0,brightness,0.3,0.5,49.76,4.3342
Image_27,11.0,brightness,0.3,0.7,49.76,4.3342
Image_27,11.0,contrast,0.1,0.3,53.4,5.1352
Image_27,11.0,contrast,0.1,0.5,51.92,4.8338
Image_27,11.0,contrast,0.1,0.7,50.45,4.5391
Image_27,11.0,contrast,0.2,0.3,53.4,5.1352
Image_27,11.0,contrast,0.2,0.5,51.92,4.8338
Image_27,11.0,contrast,0.2,0.7,50.45,4.5391
Image_27,11.0,contrast,0.3,0.3,53.4,5.1352
Image_27,11.0,contrast,0.3,0.5,51.92,4.8338
Image_27,11.0,contrast,0.3,0.7,50.45,4.5391
Image_27,11.0,both,0.1,0.3,51.45,4.726
Image_27,11.0,both,0.1,0.5,49.98,4.4286
Image_27,11.0,both,0.1,0.7,48.51,4.1339
Image_27,11.0,both,0.2,0.3,49.5,4.3078
Image_27,11.0,both,0.2,0.5,48.02,4.0114
Image_27,11.0,both,0.2,0.7,46.58,3.7219
Image_27,11.0,both,0.3,0.3,47.55,3.9035
Image_27,11.0,both,0.3,0.5,46.09,3.6226
Image_27,11.0,both,0.3,0.7,44.66,3.3577
Image_28,15.0,none,0.0,0.0,0.0,0.0
Image_28,15.0,brightness,0.1,0.3,0.05,0.0339
Image_28,15.0,brightness,0.1,0.5,0.05,0.0339
Image_28,15.0,brightness,0.1,0.7,0.05,0.0339
Image_28,15.0,brightness,0.2,0.3,0.05,0.0339
Image_28,15.0,brightness,0.2,0.5,0.05,0.0339
Image_28,15.0,brightness,0.2,0.7,0.05,0.0339
Image_28,15.0,brightness,0.3,0.3,0.05,0.0339
Image_28,15.0,brightness,0.3,0.5,0.05,0.0339
Image_28,15.0,brightness,0.3,0.7,0.05,0.0339
Image_28,15.0,contrast,0.1,0.3,0.05,0.0339
Image_28,15.0,contrast,0.1,0.5,0.05,0.0339
Image_28,15.0,contrast,0.1,0.7,0.05,0.0339
Image_28,15.0,contrast,0.2,0.3,0.05,0.0339
Image_28,15.0,contrast,0.2,0.5,0.05,0.0339
Image_28,15.0,contrast,0.2,0.7,0.05,0.0339
Image_28,15.0,contrast,0.3,0.3,0.05,0.0339
Image_28,15.0,contrast,0.3,0.5,0.05,0.0339
Image_28,15.0,contrast,0.3,0.7,0.05,0.0339
Image_28,15.0,both,0.1,0.3,0.05,0.0339
Image_28,15.0,both,0.1,0.5,0.05,0.0339
Image_28,15.0,both,0.1,0.7,0.05,0.0339
Image_28,15.0,both,0.2,0.3,0.05,0.0339
Image_28,15.0,both,0.2,0.5,0.05,0.0339
Image_28,15.0,both,0.2,0.7,0.05,0.0339
Image_28,15.0,both,0.3,0.3,0.05,0.0339
Image_28,15.0,both,0.3,0.5,0.05,0.0339
Image_28,15.0,both,0.3,0.7,0.05,0.0339
Image_28,14.0,none,0.0,0.0,16.9,1.8833
Image_28,14.0,brightness,0.1,0.3,16.43,1.793
Image_28,14.0,brightness,0.1,0.5,16.43,1.793
Image_28,14.0,brightness,0.1,0.7,16.43,1.793
Image_28,14.0,brightness,0.2,0.3,15.58,1.6348
Image_28,14.0,brightness,0.2,0.5,15.58,1.6348
Image_28,14.0,brightness,0.2,0.7,15.58,1.6348
Image_28,14.0,brightness,0.3,0.3,14.86,1.5307
Image_28,14.0,brightness,0.3,0.5,14.86,1.5307
Image_28,14.0,brightness,0.3,0.7,14.86,1.5307
Image_28,14.0,contrast,0.1,0.3,15.81,1.6813
Image_28,14.0,contrast,0.1,0.5,15.01,1.5284
Image_28,14.0,contrast,0.1,0.7,14.24,1.381
Image_28,14.0,contrast,0.2,0.3,15.81,1.6813
Image_28,14.0,contrast,0.2,0.5,15.01,1.5284
Image_28,14.0,contrast,0.2,0.7,14.24,1.381
Image_28,14.0,contrast,0.3,0.3,15.81,1.6813
Image_28,14.0,contrast,0.3,0.5,15.01,1.5284
Image_28,14.0,contrast,0.3,0.7,14.24,1.381
Image_28,14.0,both,0.1,0.3,15.1,1.5422
Image_28,14.0,both,0.1,0.5,14.31,1.3923
Image_28,14.0,both,0.1,0.7,13.54,1.2473
Image_28,14.0,both,0.2,0.3,14.41,1.4169
Image_28,14.0,both,0.2,0.5,13.62,1.2782
Image_28,14.0,both,0.2,0.7,12.86,1.1402
Image_28,14.0,both,0.3,0.3,13.7,1.3247
Image_28,14.0,both,0.3,0.5,12.93,1.1871
Image_28,14.0,both,0.3,0.7,12.18,1.0594
Image_28,13.0,none,0.0,0.0,32.33,3.816
Image_28,13.0,brightness,0.1,0.3,31.29,3.5855
Image_28,13.0,brightness,0.1,0.5,31.29,3.5855
Image_28,13.0,brightness,0.1,0.7,31.29,3.5855
Image_28,13.0,brightness,0.2,0.3,30.24,3.3715
Image_28,13.0,brightness,0.2,0.5,30.24,3.3715
Image_28,13.0,brightness,0.2,0.7,30.24,3.3715
Image_28,13.0,brightness,0.3,0.3,29.03,3.1733
Image_28,13.0,brightness,0.3,0.5,29.03,3.1733
Image_28,13.0,brightness,0.3,0.7,29.03,3.1733
Image_28,13.0,contrast,0.1,0.3,30.52,3.4411
Image_28,13.0,contrast,0.1,0.5,29.31,3.1868
Image_28,13.0,contrast,0.1,0.7,28.17,2.9546
Image_28,13.0,contrast,0.2,0.3,30.52,3.4411
Image_28,13.0,contrast,0.2,0.5,29.31,3.1868
Image_28,13.0,contrast,0.2,0.7,28.17,2.9546
Image_28,13.0,contrast,0.3,0.3,30.52,3.4411
Image_28,13.0,contrast,0.3,0.5,29.31,3.1868
Image_28,13.0,contrast,0.3,0.7,28.17,2.9546
Image_28,13.0,both,0.1,0.3,29.42,3.1986
Image_28,13.0,both,0.1,0.5,28.25,2.9586
Image_28,13.0,both,0.1,0.7,27.14,2.7282
Image_28,13.0,both,0.2,0.3,28.35,2.986
Image_28,13.0,both,0.2,0.5,27.21,2.7581
Image_28,13.0,both,0.2,0.7,26.12,2.5503
Image_28,13.0,both,0.3,0.3,27.29,2.8321
Image_28,13.0,both,0.3,0.5,26.18,2.6229
Image_28,13.0,both,0.3,0.7,25.13,2.4178
Image_28,12.0,none,0.0,0.0,46.3,5.8012
Image_28,12.0,brightness,0.1,0.3,45.07,5.493
Image_28,12.0,brightness,0.1,0.5,45.07,5.493
Image_28,12.0,brightness,0.1,0.7,45.07,5.493
Image_28,12.0,brightness,0.2,0.3,43.78,5.1838
Image_28,12.0,brightness,0.2,0.5,43.78,5.1838
Image_28,12.0,brightness,0.2,0.7,43.78,5.1838
Image_28,12.0,brightness,0.3,0.3,42.53,4.9539
Image_28,12.0,brightness,0.3,0.5,42.53,4.9539
Image_28,12.0,brightness,0.3,0.7,42.53,4.9539
Image_28,12.0,contrast,0.1,0.3,44.23,5.3139
Image_28,12.0,contrast,0.1,0.5,42.9,5.0083
Image_28,12.0,contrast,0.1,0.7,41.68,4.7286
Image_28,12.0,contrast,0.2,0.3,44.23,5.3139
Image_28,12.0,contrast,0.2,0.5,42.9,5.0083
Image_28,12.0,contrast,0.2,0.7,41.68,4.7286
Image_28,12.0,contrast,0.3,0.3,44.23,5.3139
Image_28,12.0,contrast,0.3,0.5,42.9,5.0083
Image_28,12.0,contrast,0.3,0.7,41.68,4.7286
Image_28,12.0,both,0.1,0.3,42.99,5.0198
Image_28,12.0,both,0.1,0.5,41.73,4.7265
Image_28,12.0,both,0.1,0.7,40.56,4.4584
Image_28,12.0,both,0.2,0.3,41.8,4.7433
Image_28,12.0,both,0.2,0.5,40.58,4.4648
Image_28,12.0,both,0.2,0.7,39.48,4.2135
Image_28,12.0,both,0.3,0.3,40.63,4.5375
Image_28,12.0,both,0.3,0.5,39.48,4.2853
Image_28,12.0,both,0.3,0.7,38.42,4.0529
Image_28,11.0,none,0.0,0.0,58.82,7.8521
Image_28,11.0,brightness,0.1,0.3,57.65,7.5467
Image_28,11.0,brightness,0.1,0.5,57.65,7.5467
Image_28,11.0,brightness,0.1,0.7,57.65,7.5467
Image_28,11.0,brightness,0.2,0.3,56.39,7.2072
Image_28,11.0,brightness,0.2,0.5,56.39,7.2072
Image_28,11.0,brightness,0.2,0.7,56.39,7.2072
Image_28,11.0,brightness,0.3,0.3,55.19,6.9089
Image_28,11.0,brightness,0.3,0.5,55.19,6.9089
Image_28,11.0,brightness,0.3,0.7,55.19,6.9089
Image_28,11.0,contrast,0.1,0.3,56.8,7.3306
Image_28,11.0,contrast,0.1,0.5,55.59,7.013
Image_28,11.0,contrast,0.1,0.7,54.5,6.7307
Image_28,11.0,contrast,0.2,0.3,56.8,7.3306
Image_28,11.0,contrast,0.2,0.5,55.59,7.013
Image_28,11.0,contrast,0.2,0.7,54.5,6.7307
Image_28,11.0,contrast,0.3,0.3,56.8,7.3306
Image_28,11.0,contrast,0.3,0.5,55.59,7.013
Image_28,11.0,contrast,0.3,0.7,54.5,6.7307
Image_28,11.0,both,0.1,0.3,55.65,7.0222
Image_28,11.0,both,0.1,0.5,54.5,6.7253
Image_28,11.0,both,0.1,0.7,53.47,6.4608
Image_28,11.0,both,0.2,0.3,54.53,6.722
Image_28,11.0,both,0.2,0.5,53.45,6.4418
Image_28,11.0,both,0.2,0.7,52.49,6.1892
Image_28,11.0,both,0.3,0.3,53.45,6.4708
Image_28,11.0,both,0.3,0.5,52.45,6.224
Image_28,11.0,both,0.3,0.7,51.54,5.9995
Image_29,15.0,none,0.0,0.0,0.0,0.0
Image_29,15.0,brightness,0.1,0.3,0.14,0.0712
Image_29,15.0,brightness,0.1,0.5,0.14,0.0712
Image_29,15.0,brightness,0.1,0.7,0.14,0.0712
Image_29,15.0,brightness,0.2,0.3,0.14,0.0712
Image_29,15.0,brightness,0.2,0.5,0.14,0.0712
Image_29,15.0,brightness,0.2,0.7,0.14,0.0712
Image_29,15.0,brightness,0.3,0.3,0.14,0.0712
Image_29,15.0,brightness,0.3,0.5,0.14,0.0712
Image_29,15.0,brightness,0.3,0.7,0.14,0.0712
Image_29,15.0,contrast,0.1,0.3,0.14,0.0712
Image_29,15.0,contrast,0.1,0.5,0.14,0.0712
Image_29,15.0,contrast,0.1,0.7,0.14,0.0712
Image_29,15.0,contrast,0.2,0.3,0.14,0.0712
Image_29,15.0,contrast,0.2,0.5,0.14,0.0712
Image_29,15.0,contrast,0.2,0.7,0.14,0.0712
Image_29,15.0,contrast,0.3,0.3,0.14,0.0712
Image_29,15.0,contrast,0.3,0.5,0.14,0.0712
Image_29,15.0,contrast,0.3,0.7,0.14,0.0712
Image_29,15.0,both,0.1,0.3,0.14,0.0712
Image_29,15.0,both,0.1,0.5,0.14,0.0712
Image_29,15.0,both,0.1,0.7,0.14,0.0712
Image_29,15.0,both,0.2,0.3,0.14,0.0712
Image_29,15.0,both,0.2,0.5,0.14,0.0712
Image_29,15.0,both,0.2,0.7,0.14,0.0712
Image_29,15.0,both,0.3,0.3,0.14,0.0712
Image_29,15.0,both,0.3,0.5,0.14,0.0712
Image_29,15.0,both,0.3,0.7,0.14,0.0712
Image_29,14.0,none,0.0,0.0,16.46,1.6368
Image_29,14.0,brightness,0.1,0.3,15.96,1.5429
Image_29,14.0,brightness,0.1,0.5,15.96,1.5429
Image_29,14.0,brightness,0.1,0.7,15.96,1.5429
Image_29,14.0,brightness,0.2,0.3,15.09,1.369
Image_29,14.0,brightness,0.2,0.5,15.09,1.369
Image_29,14.0,brightness,0.2,0.7,15.09,1.369
Image_29,14.0,brightness,0.3,0.3,14.23,1.2248
Image_29,14.0,brightness,0.3,0.5,14.23,1.2248
Image_29,14.0,brightness,0.3,0.7,14.23,1.2248
Image_29,14.0,contrast,0.1,0.3,15.49,1.4647
Image_29,14.0,contrast,0.1,0.5,14.69,1.3282
Image_29,14.0,contrast,0.1,0.7,13.91,1.1996
Image_29,14.0,contrast,0.2,0.3,15.49,1.4647
Image_29,14.0,contrast,0.2,0.5,14.69,1.3282
Image_29,14.0,contrast,0.2,0.7,13.91,1.1996
Image_29,14.0,contrast,0.3,0.3,15.49,1.4647
Image_29,14.0,contrast,0.3,0.5,14.69,1.3282
Image_29,14.0,contrast,0.3,0.7,13.91,1.1996
Image_29,14.0,both,0.1,0.3,14.71,1.3238
Image_29,14.0,both,0.1,0.5,13.9,1.185
Image_29,14.0,both,0.1,0.7,13.14,1.0556
Image_29,14.0,both,0.2,0.3,13.89,1.1757
Image_29,14.0,both,0.2,0.5,13.11,1.0471
Image_29,14.0,both,0.2,0.7,12.36,0.917
Image_29,14.0,both,0.3,0.3,13.06,1.0308
Image_29,14.0,both,0.3,0.5,12.32,0.913
Image_29,14.0,both,0.3,0.7,11.61,0.8022
Image_29,13.0,none,0.0,0.0,31.53,3.3151
Image_29,13.0,brightness,0.1,0.3,30.44,3.0774
Image_29,13.0,brightness,0.1,0.5,30.44,3.0774
Image_29,13.0,brightness,0.1,0.7,30.44,3.0774
Image_29,13.0,brightness,0.2,0.3,29.19,2.8414
Image_29,13.0,brightness,0.2,0.5,29.19,2.8414
Image_29,13.0,brightness,0.2,0.7,29.19,2.8414
Image_29,13.0,brightness,0.3,0.3,27.85,2.5645
Image_29,13.0,brightness,0.3,0.5,27.85,2.5645
Image_29,13.0,brightness,0.3,0.7,27.85,2.5645
Image_29,13.0,contrast,0.1,0.3,29.8,2.9816
Image_29,13.0,contrast,0.1,0.5,28.62,2.7594
Image_29,13.0,contrast,0.1,0.7,27.51,2.5447
Image_29,13.0,contrast,0.2,0.3,29.8,2.9816
Image_29,13.0,contrast,0.2,0.5,28.62,2.7594
Image_29,13.0,contrast,0.2,0.7,27.51,2.5447
Image_29,13.0,contrast,0.3,0.3,29.8,2.9816
Image_29,13.0,contrast,0.3,0.5,28.62,2.7594
Image_29,13.0,contrast,0.3,0.7,27.51,2.5447
Image_29,13.0,both,0.1,0.3,28.56,2.7313
Image_29,13.0,both,0.1,0.5,27.43,2.5153
Image_29,13.0,both,0.1,0.7,26.34,2.3097
Image_29,13.0,both,0.2,0.3,27.35,2.4871
Image_29,13.0,both,0.2,0.5,26.24,2.2755
Image_29,13.0,both,0.2,0.7,25.19,2.0769
Image_29,13.0,both,0.3,0.3,26.14,2.2489
Image_29,13.0,both,0.3,0.5,25.07,2.0513
Image_29,13.0,both,0.3,0.7,24.05,1.8628
Image_29,12.0,none,0.0,0.0,45.19,5.0502
Image_29,12.0,brightness,0.1,0.3,43.84,4.7281
Image_29,12.0,brightness,0.1,0.5,43.84,4.7281
Image_29,12.0,brightness,0.1,0.7,43.84,4.7281
Image_29,12.0,brightness,0.2,0.3,42.38,4.3995
Image_29,12.0,brightness,0.2,0.5,42.38,4.3995
Image_29,12.0,brightness,0.2,0.7,42.38,4.3995
Image_29,12.0,brightness,0.3,0.3,40.96,4.0861
Image_29,12.0,brightness,0.3,0.5,40.96,4.0861
Image_29,12.0,brightness,0.3,0.7,40.96,4.0861
Image_29,12.0,contrast,0.1,0.3,43.19,4.6186
Image_29,12.0,contrast,0.1,0.5,41.9,4.3421
Image_29,12.0,contrast,0.1,0.7,40.72,4.0902
Image_29,12.0,contrast,0.2,0.3,43.19,4.6186
Image_29,12.0,contrast,0.2,0.5,41.9,4.3421
Image_29,12.0,contrast,0.2,0.7,40.72,4.0902
Image_29,12.0,contrast,0.3,0.3,43.19,4.6186
Image_29,12.0,contrast,0.3,0.5,41.9,4.3421
Image_29,12.0,contrast,0.3,0.7,40.72,4.0902
Image_29,12.0,both,0.1,0.3,41.8,4.303
Image_29,12.0,both,0.1,0.5,40.57,4.0403
Image_29,12.0,both,0.1,0.7,39.42,3.7931
Image_29,12.0,both,0.2,0.3,40.45,3.9949
Image_29,12.0,both,0.2,0.5,39.26,3.7399
Image_29,12.0,both,0.2,0.7,38.14,3.5024
Image_29,12.0,both,0.3,0.3,39.12,3.6989
Image_29,12.0,both,0.3,0.5,37.97,3.4569
Image_29,12.0,both,0.3,0.7,36.88,3.2289
Image_29,11.0,none,0.0,0.0,57.46,6.8407
Image_29,11.0,brightness,0.1,0.3,56.15,6.5064
Image_29,11.0,brightness,0.1,0.5,56.15,6.5064
Image_29,11.0,brightness,0.1,0.7,56.15,6.5064
Image_29,11.0,brightness,0.2,0.3,54.74,6.1418
Image_29,11.0,brightness,0.2,0.5,54.74,6.1418
Image_29,11.0,brightness,0.2,0.7,54.74,6.1418
Image_29,11.0,brightness,0.3,0.3,53.38,5.7956
Image_29,11.0,brightness,0.3,0.5,53.38,5.7956
Image_29,11.0,brightness,0.3,0.7,53.38,5.7956
Image_29,11.0,contrast,0.1,0.3,55.52,6.3697
Image_29,11.0,contrast,0.1,0.5,54.34,6.0819
Image_29,11.0,contrast,0.1,0.7,53.24,5.8135
Image_29,11.0,contrast,0.2,0.3,55.52,6.3697
Image_29,11.0,contrast,0.2,0.5,54.34,6.0819
Image_29,11.0,contrast,0.2,0.7,53.24,5.8135
Image_29,11.0,contrast,0.3,0.3,55.52,6.3697
Image_29,11.0,contrast,0.3,0.5,54.34,6.0819
Image_29,11.0,contrast,0.3,0.7,53.24,5.8135
Image_29,11.0,both,0.1,0.3,54.21,6.0332
Image_29,11.0,both,0.1,0.5,53.08,5.7584
Image_29,11.0,both,0.1,0.7,52.01,5.5037
Image_29,11.0,both,0.2,0.3,52.92,5.7044
Image_29,11.0,both,0.2,0.5,51.83,5.4432
