Image,Voltage,Strategy,b_offset,b_factor,Raw_oc,Raw_fc,Power_Saving(%),Distortion(%)
Image_9,12.5,both,0.0333,1.05,0.2,0.3,34.46,3.52
Image_9,12.5,both,0.0333,1.0833,0.2,0.5,33.24,3.25
Image_9,12.5,both,0.0333,1.1167,0.2,0.7,32.03,2.99
Image_9,12.5,both,0.05,1.05,0.3,0.3,33.16,3.23
Image_9,12.5,both,0.05,1.0833,0.3,0.5,31.95,2.96
Image_9,12.5,both,0.05,1.1167,0.3,0.7,30.76,2.71
Image_9,12.0,brightness,0.02,1.0,0.1,0.0,44.26,5.12
Image_9,12.0,brightness,0.04,1.0,0.2,0.0,42.88,4.79
Image_9,12.0,brightness,0.06,1.0,0.3,0.0,41.52,4.46
Image_9,12.0,contrast,0.0,1.06,0.0,0.3,43.69,5.01
Image_9,12.0,contrast,0.0,1.1,0.0,0.5,42.38,4.71
Image_9,12.0,contrast,0.0,1.14,0.0,0.7,41.12,4.41
Image_9,12.0,both,0.02,1.06,0.1,0.3,42.32,4.68
Image_9,12.0,both,0.02,1.1,0.1,0.5,41.03,4.38
Image_9,12.0,both,0.02,1.14,0.1,0.7,39.78,4.09
Image_9,12.0,both,0.04,1.06,0.2,0.3,40.96,4.35
Image_9,12.0,both,0.04,1.1,0.2,0.5,39.68,4.06
Image_9,12.0,both,0.04,1.14,0.2,0.7,38.45,3.78
Image_9,12.0,both,0.06,1.06,0.3,0.3,39.61,4.03
Image_9,12.0,both,0.06,1.1,0.3,0.5,38.35,3.74
Image_9,12.0,both,0.06,1.14,0.3,0.7,37.14,3.46
Image_9,11.5,brightness,0.0233,1.0,0.1,0.0,50.68,6.11
Image_9,11.5,brightness,0.0467,1.0,0.2,0.0,49.28,5.74
Image_9,11.5,brightness,0.07,1.0,0.3,0.0,47.89,5.39
Image_9,11.5,contrast,0.0,1.07,0.0,0.3,50.02,5.94
Image_9,11.5,contrast,0.0,1.1167,0.0,0.5,48.72,5.62
Image_9,11.5,contrast,0.0,1.1633,0.0,0.7,47.46,5.32
Image_9,11.5,both,0.0233,1.07,0.1,0.3,48.65,5.59
Image_9,11.5,both,0.0233,1.1167,0.1,0.5,47.37,5.28
Image_9,11.5,both,0.0233,1.1633,0.1,0.7,46.13,4.98
Image_9,11.5,both,0.0467,1.07,0.2,0.3,47.29,5.25
Image_9,11.5,both,0.0467,1.1167,0.2,0.5,46.03,4.94
Image_9,11.5,both,0.0467,1.1633,0.2,0.7,44.81,4.64
Image_9,11.5,both,0.07,1.07,0.3,0.3,45.94,4.91
Image_9,11.5,both,0.07,1.1167,0.3,0.5,44.7,4.6
Image_9,11.5,both,0.07,1.1633,0.3,0.7,43.5,4.31
Image_9,11.0,brightness,0.0267,1.0,0.1,0.0,56.66,7.06
Image_9,11.0,brightness,0.0533,1.0,0.2,0.0,55.31,6.68
Image_9,11.0,brightness,0.08,1.0,0.3,0.0,53.96,6.31
Image_9,11.0,contrast,0.0,1.08,0.0,0.3,56.06,6.9
Image_9,11.0,contrast,0.0,1.1333,0.0,0.5,54.81,6.58
Image_9,11.0,contrast,0.0,1.1867,0.0,0.7,53.61,6.26
Image_9,11.0,both,0.0267,1.08,0.1,0.3,54.74,6.54
Image_9,11.0,both,0.0267,1.1333,0.1,0.5,53.51,6.22
Image_9,11.0,both,0.0267,1.1867,0.1,0.7,52.33,5.91
Image_9,11.0,both,0.0533,1.08,0.2,0.3,53.43,6.19
Image_9,11.0,both,0.0533,1.1333,0.2,0.5,52.23,5.87
Image_9,11.0,both,0.0533,1.1867,0.2,0.7,51.07,5.57
Image_9,11.0,both,0.08,1.08,0.3,0.3,52.13,5.84
Image_9,11.0,both,0.08,1.1333,0.3,0.5,50.95,5.53
Image_9,11.0,both,0.08,1.1867,0.3,0.7,49.81,5.24
Image_9,10.5,brightness,0.03,1.0,0.1,0.0,62.36,8.04
Image_9,10.5,brightness,0.06,1.0,0.2,0.0,61.09,7.67
Image_9,10.5,brightness,0.09,1.0,0.3,0.0,59.89,7.33
Image_9,10.5,contrast,0.0,1.09,0.0,0.3,61.81,7.9
Image_9,10.5,contrast,0.0,1.15,0.0,0.5,60.65,7.58
Image_9,10.5,contrast,0.0,1.21,0.0,0.7,59.54,7.26
Image_9,10.5,both,0.03,1.09,0.1,0.3,60.58,7.54
Image_9,10.5,both,0.03,1.15,0.1,0.5,59.45,7.22
Image_9,10.5,both,0.03,1.21,0.1,0.7,58.35,6.92
Image_9,10.5,both,0.06,1.09,0.2,0.3,59.36,7.19
Image_9,10.5,both,0.06,1.15,0.2,0.5,58.25,6.88
Image_9,10.5,both,0.06,1.21,0.2,0.7,57.18,6.58
Image_9,10.5,both,0.09,1.09,0.3,0.3,58.15,6.84
Image_9,10.5,both,0.09,1.15,0.3,0.5,57.07,6.54
Image_9,10.5,both,0.09,1.21,0.3,0.7,56.03,6.25
Image_9,10.0,brightness,0.0333,1.0,0.1,0.0,67.75,9.07
Image_9,10.0,brightness,0.0667,1.0,0.2,0.0,66.6,8.71
Image_9,10.0,brightness,0.1,1.0,0.3,0.0,65.5,8.37
Image_9,10.0,contrast,0.0,1.1,0.0,0.3,67.25,8.94
Image_9,10.0,contrast,0.0,1.1667,0.0,0.5,66.22,8.62
Image_9,10.0,contrast,0.0,1.2333,0.0,0.7,65.23,8.32
Image_9,10.0,both,0.0333,1.1,0.1,0.3,66.15,8.59
Image_9,10.0,both,0.0333,1.1667,0.1,0.5,65.14,8.28
Image_9,10.0,both,0.0333,1.2333,0.1,0.7,64.17,7.99
Image_9,10.0,both,0.0667,1.1,0.2,0.3,65.06,8.25
Image_9,10.0,both,0.0667,1.1667,0.2,0.5,64.07,7.95
Image_9,10.0,both,0.0667,1.2333,0.2,0.7,63.13,7.67
Image_9,10.0,both,0.1,1.1,0.3,0.3,63.98,7.91
Image_9,10.0,both,0.1,1.1667,0.3,0.5,63.02,7.62
Image_9,10.0,both,0.1,1.2333,0.3,0.7,62.1,7.35
Image_9,9.5,brightness,0.0367,1.0,0.1,0.0,72.81,10.14
Image_9,9.5,brightness,0.0733,1.0,0.2,0.0,71.85,9.82
Image_9,9.5,brightness,0.11,1.0,0.3,0.0,70.86,9.48
Image_9,9.5,contrast,0.0,1.11,0.0,0.3,72.4,10.02
Image_9,9.5,contrast,0.0,1.1833,0.0,0.5,71.51,9.73
Image_9,9.5,contrast,0.0,1.2567,0.0,0.7,70.67,9.45
Image_9,9.5,both,0.0367,1.11,0.1,0.3,71.45,9.7
Image_9,9.5,both,0.0367,1.1833,0.1,0.5,70.58,9.41
Image_9,9.5,both,0.0367,1.2567,0.1,0.7,69.76,9.14
Image_9,9.5,both,0.0733,1.11,0.2,0.3,70.51,9.38
Image_9,9.5,both,0.0733,1.1833,0.2,0.5,69.67,9.11
Image_9,9.5,both,0.0733,1.2567,0.2,0.7,68.87,8.84
Image_9,9.5,both,0.11,1.11,0.3,0.3,69.58,9.07
Image_9,9.5,both,0.11,1.1833,0.3,0.5,68.77,8.8
Image_9,9.5,both,0.11,1.2567,0.3,0.7,68.01,8.55
Image_9,9.0,brightness,0.04,1.0,0.1,0.0,77.55,11.26
Image_9,9.0,brightness,0.08,1.0,0.2,0.0,76.76,10.98
Image_9,9.0,brightness,0.12,1.0,0.3,0.0,75.99,10.7
Image_9,9.0,contrast,0.0,1.12,0.0,0.3,77.22,11.15
Image_9,9.0,contrast,0.0,1.2,0.0,0.5,76.5,10.89
Image_9,9.0,contrast,0.0,1.28,0.0,0.7,75.82,10.64
Image_9,9.0,both,0.04,1.12,0.1,0.3,76.45,10.87
Image_9,9.0,both,0.04,1.2,0.1,0.5,75.75,10.62
Image_9,9.0,both,0.04,1.28,0.1,0.7,75.09,10.38
Image_9,9.0,both,0.08,1.12,0.2,0.3,75.68,10.59
Image_9,9.0,both,0.08,1.2,0.2,0.5,75.01,10.35
Image_9,9.0,both,0.08,1.28,0.2,0.7,74.37,10.12
Image_9,9.0,both,0.12,1.12,0.3,0.3,74.93,10.32
Image_9,9.0,both,0.12,1.2,0.3,0.5,74.28,10.08
Image_9,9.0,both,0.12,1.28,0.3,0.7,73.68,9.87
Image_10,14.5,brightness,0.0033,1.0,0.1,0.0,8.43,0.86
Image_10,14.5,brightness,0.0067,1.0,0.2,0.0,7.91,0.76
Image_10,14.5,brightness,0.01,1.0,0.3,0.0,7.47,0.7
Image_10,14.5,contrast,0.0,1.01,0.0,0.3,8.04,0.78
Image_10,14.5,contrast,0.0,1.0167,0.0,0.5,7.55,0.71
Image_10,14.5,contrast,0.0,1.0233,0.0,0.7,7.06,0.62
Image_10,14.5,both,0.0033,1.01,0.1,0.3,7.59,0.72
Image_10,14.5,both,0.0033,1.0167,0.1,0.5,7.11,0.63
Image_10,14.5,both,0.0033,1.0233,0.1,0.7,6.62,0.55
Image_10,14.5,both,0.0067,1.01,0.2,0.3,7.15,0.63
Image_10,14.5,both,0.0067,1.0167,0.2,0.5,6.67,0.56
Image_10,14.5,both,0.0067,1.0233,0.2,0.7,6.2,0.48
Image_10,14.5,both,0.01,1.01,0.3,0.3,6.73,0.57
Image_10,14.5,both,0.01,1.0167,0.3,0.5,6.25,0.49
Image_10,14.5,both,0.01,1.0233,0.3,0.7,5.76,0.41
Image_10,14.0,brightness,0.0067,1.0,0.1,0.0,16.04,1.63
Image_10,14.0,brightness,0.0133,1.0,0.2,0.0,15.22,1.48
Image_10,14.0,brightness,0.02,1.0,0.3,0.0,14.38,1.33
Image_10,14.0,contrast,0.0,1.02,0.0,0.3,15.49,1.54
Image_10,14.0,contrast,0.0,1.0333,0.0,0.5,14.62,1.38
Image_10,14.0,contrast,0.0,1.0467,0.0,0.7,13.76,1.23
Image_10,14.0,both,0.0067,1.02,0.1,0.3,14.71,1.4
Image_10,14.0,both,0.0067,1.0333,0.1,0.5,13.85,1.25
Image_10,14.0,both,0.0067,1.0467,0.1,0.7,12.99,1.09
Image_10,14.0,both,0.0133,1.02,0.2,0.3,13.94,1.26
Image_10,14.0,both,0.0133,1.0333,0.2,0.5,13.07,1.11
Image_10,14.0,both,0.0133,1.0467,0.2,0.7,12.21,0.96
Image_10,14.0,both,0.02,1.02,0.3,0.3,13.16,1.12
Image_10,14.0,both,0.02,1.0333,0.3,0.5,12.3,0.97
Image_10,14.0,both,0.02,1.0467,0.3,0.7,11.44,0.82
Image_10,13.5,brightness,0.01,1.0,0.1,0.0,23.46,2.47
Image_10,13.5,brightness,0.02,1.0,0.2,0.0,22.34,2.24
Image_10,13.5,brightness,0.03,1.0,0.3,0.0,21.39,2.07
Image_10,13.5,contrast,0.0,1.03,0.0,0.3,22.74,2.33
Image_10,13.5,contrast,0.0,1.05,0.0,0.5,21.58,2.11
Image_10,13.5,contrast,0.0,1.07,0.0,0.7,20.43,1.89
Image_10,13.5,both,0.01,1.03,0.1,0.3,21.7,2.13
Image_10,13.5,both,0.01,1.05,0.1,0.5,20.55,1.91
Image_10,13.5,both,0.01,1.07,0.1,0.7,19.4,1.7
Image_10,13.5,both,0.02,1.03,0.2,0.3,20.66,1.93
Image_10,13.5,both,0.02,1.05,0.2,0.5,19.51,1.72
Image_10,13.5,both,0.02,1.07,0.2,0.7,18.37,1.51
Image_10,13.5,both,0.03,1.03,0.3,0.3,19.63,1.74
Image_10,13.5,both,0.03,1.05,0.3,0.5,18.48,1.53
Image_10,13.5,both,0.03,1.07,0.3,0.7,17.35,1.32
Image_10,13.0,brightness,0.0133,1.0,0.1,0.0,30.59,3.29
Image_10,13.0,brightness,0.0267,1.0,0.2,0.0,29.42,3.07
Image_10,13.0,brightness,0.04,1.0,0.3,0.0,28.09,2.8
Image_10,13.0,contrast,0.0,1.04,0.0,0.3,29.77,3.13
Image_10,13.0,contrast,0.0,1.0667,0.0,0.5,28.4,2.87
Image_10,13.0,contrast,0.0,1.0933,0.0,0.7,27.06,2.6
Image_10,13.0,both,0.0133,1.04,0.1,0.3,28.54,2.89
Image_10,13.0,both,0.0133,1.0667,0.1,0.5,27.19,2.63
Image_10,13.0,both,0.0133,1.0933,0.1,0.7,25.84,2.37
Image_10,13.0,both,0.0267,1.04,0.2,0.3,27.32,2.65
Image_10,13.0,both,0.0267,1.0667,0.2,0.5,25.97,2.39
Image_10,13.0,both,0.0267,1.0933,0.2,0.7,24.63,2.13
Image_10,13.0,both,0.04,1.04,0.3,0.3,26.09,2.41
Image_10,13.0,both,0.04,1.0667,0.3,0.5,24.75,2.15
Image_10,13.0,both,0.04,1.0933,0.3,0.7,23.43,1.89
Image_10,12.5,brightness,0.0167,1.0,0.1,0.0,37.44,4.16
Image_10,12.5,brightness,0.0333,1.0,0.2,0.0,36.12,3.88
Image_10,12.5,brightness,0.05,1.0,0.3,0.0,34.8,3.61
Image_10,12.5,contrast,0.0,1.05,0.0,0.3,36.56,3.98
Image_10,12.5,contrast,0.0,1.0833,0.0,0.5,35.08,3.67
Image_10,12.5,contrast,0.0,1.1167,0.0,0.7,33.6,3.36
Image_10,12.5,both,0.0167,1.05,0.1,0.3,35.22,3.7
Image_10,12.5,both,0.0167,1.0833,0.1,0.5,33.73,3.39
Image_10,12.5,both,0.0167,1.1167,0.1,0.7,32.27,3.09
Image_10,12.5,both,0.0333,1.05,0.2,0.3,33.87,3.42
Image_10,12.5,both,0.0333,1.0833,0.2,0.5,32.41,3.11
Image_10,12.5,both,0.0333,1.1167,0.2,0.7,30.95,2.81
Image_10,12.5,both,0.05,1.05,0.3,0.3,32.54,3.14
Image_10,12.5,both,0.05,1.0833,0.3,0.5,31.07,2.84
Image_10,12.5,both,0.05,1.1167,0.3,0.7,29.63,2.55
Image_10,12.0,brightness,0.02,1.0,0.1,0.0,44.02,5.04
Image_10,12.0,brightness,0.04,1.0,0.2,0.0,42.61,4.73
Image_10,12.0,brightness,0.06,1.0,0.3,0.0,41.21,4.42
Image_10,12.0,contrast,0.0,1.06,0.0,0.3,43.11,4.85
Image_10,12.0,contrast,0.0,1.1,0.0,0.5,41.55,4.51
Image_10,12.0,contrast,0.0,1.14,0.0,0.7,40.03,4.17
Image_10,12.0,both,0.02,1.06,0.1,0.3,41.71,4.54
Image_10,12.0,both,0.02,1.1,0.1,0.5,40.16,4.2
Image_10,12.0,both,0.02,1.14,0.1,0.7,38.65,3.87
Image_10,12.0,both,0.04,1.06,0.2,0.3,40.31,4.23
Image_10,12.0,both,0.04,1.1,0.2,0.5,38.78,3.9
Image_10,12.0,both,0.04,1.14,0.2,0.7,37.28,3.57
Image_10,12.0,both,0.06,1.06,0.3,0.3,38.92,3.93
Image_10,12.0,both,0.06,1.1,0.3,0.5,37.4,3.6
Image_10,12.0,both,0.06,1.14,0.3,0.7,35.91,3.28
Image_10,11.5,brightness,0.0233,1.0,0.1,0.0,50.4,5.99
Image_10,11.5,brightness,0.0467,1.0,0.2,0.0,48.98,5.66
Image_10,11.5,brightness,0.07,1.0,0.3,0.0,47.56,5.32
Image_10,11.5,contrast,0.0,1.07,0.0,0.3,49.41,5.75
Image_10,11.5,contrast,0.0,1.1167,0.0,0.5,47.86,5.39
Image_10,11.5,contrast,0.0,1.1633,0.0,0.7,46.33,5.04
Image_10,11.5,both,0.0233,1.07,0.1,0.3,48.0,5.43
Image_10,11.5,both,0.0233,1.1167,0.1,0.5,46.46,5.07
Image_10,11.5,both,0.0233,1.1633,0.1,0.7,44.95,4.72
Image_10,11.5,both,0.0467,1.07,0.2,0.3,46.6,5.1
Image_10,11.5,both,0.0467,1.1167,0.2,0.5,45.08,4.75
Image_10,11.5,both,0.0467,1.1633,0.2,0.7,43.59,4.41
Image_10,11.5,both,0.07,1.07,0.3,0.3,45.21,4.78
Image_10,11.5,both,0.07,1.1167,0.3,0.5,43.71,4.43
Image_10,11.5,both,0.07,1.1633,0.3,0.7,42.24,4.1
Image_10,11.0,brightness,0.0267,1.0,0.1,0.0,56.37,6.93
Image_10,11.0,brightness,0.0533,1.0,0.2,0.0,54.98,6.58
Image_10,11.0,brightness,0.08,1.0,0.3,0.0,53.6,6.23
Image_10,11.0,contrast,0.0,1.08,0.0,0.3,55.43,6.69
Image_10,11.0,contrast,0.0,1.1333,0.0,0.5,53.94,6.32
Image_10,11.0,contrast,0.0,1.1867,0.0,0.7,52.47,5.96
Image_10,11.0,both,0.0267,1.08,0.1,0.3,54.07,6.35
Image_10,11.0,both,0.0267,1.1333,0.1,0.5,52.6,5.99
Image_10,11.0,both,0.0267,1.1867,0.1,0.7,51.15,5.63
Image_10,11.0,both,0.0533,1.08,0.2,0.3,52.73,6.02
Image_10,11.0,both,0.0533,1.1333,0.2,0.5,51.26,5.66
Image_10,11.0,both,0.0533,1.1867,0.2,0.7,49.84,5.31
Image_10,11.0,both,0.08,1.08,0.3,0.3,51.39,5.69
Image_10,11.0,both,0.08,1.1333,0.3,0.5,49.95,5.34
Image_10,11.0,both,0.08,1.1867,0.3,0.7,48.55,5.0
Image_10,10.5,brightness,0.03,1.0,0.1,0.0,62.04,7.9
Image_10,10.5,brightness,0.06,1.0,0.2,0.0,60.74,7.55
Image_10,10.5,brightness,0.09,1.0,0.3,0.0,59.51,7.23
Image_10,10.5,contrast,0.0,1.09,0.0,0.3,61.18,7.67
Image_10,10.5,contrast,0.0,1.15,0.0,0.5,59.79,7.3
Image_10,10.5,contrast,0.0,1.21,0.0,0.7,58.43,6.94
Image_10,10.5,both,0.03,1.09,0.1,0.3,59.91,7.33
Image_10,10.5,both,0.03,1.15,0.1,0.5,58.54,6.97
Image_10,10.5,both,0.03,1.21,0.1,0.7,57.2,6.62
Image_10,10.5,both,0.06,1.09,0.2,0.3,58.66,7.0
Image_10,10.5,both,0.06,1.15,0.2,0.5,57.3,6.64
Image_10,10.5,both,0.06,1.21,0.2,0.7,55.99,6.3
Image_10,10.5,both,0.09,1.09,0.3,0.3,57.41,6.67
Image_10,10.5,both,0.09,1.15,0.3,0.5,56.08,6.32
Image_10,10.5,both,0.09,1.21,0.3,0.7,54.8,5.99
Image_10,10.0,brightness,0.0333,1.0,0.1,0.0,67.41,8.91
Image_10,10.0,brightness,0.0667,1.0,0.2,0.0,66.23,8.57
Image_10,10.0,brightness,0.1,1.0,0.3,0.0,65.11,8.25
Image_10,10.0,contrast,0.0,1.1,0.0,0.3,66.64,8.69
Image_10,10.0,contrast,0.0,1.1667,0.0,0.5,65.38,8.33
Image_10,10.0,contrast,0.0,1.2333,0.0,0.7,64.18,7.99
Image_10,10.0,both,0.0333,1.1,0.1,0.3,65.5,8.36
Image_10,10.0,both,0.0333,1.1667,0.1,0.5,64.27,8.01
Image_10,10.0,both,0.0333,1.2333,0.1,0.7,63.08,7.68
Image_10,10.0,both,0.0667,1.1,0.2,0.3,64.37,8.04
Image_10,10.0,both,0.0667,1.1667,0.2,0.5,63.16,7.7
Image_10,10.0,both,0.0667,1.2333,0.2,0.7,62.0,7.37
Image_10,10.0,both,0.1,1.1,0.3,0.3,63.25,7.72
Image_10,10.0,both,0.1,1.1667,0.3,0.5,62.07,7.39
Image_10,10.0,both,0.1,1.2333,0.3,0.7,60.95,7.08
Image_10,9.5,brightness,0.0367,1.0,0.1,0.0,72.46,9.96
Image_10,9.5,brightness,0.0733,1.0,0.2,0.0,71.48,9.66
Image_10,9.5,brightness,0.11,1.0,0.3,0.0,70.46,9.33
Image_10,9.5,contrast,0.0,1.11,0.0,0.3,71.81,9.77
Image_10,9.5,contrast,0.0,1.1833,0.0,0.5,70.73,9.43
Image_10,9.5,contrast,0.0,1.2567,0.0,0.7,69.69,9.11
Image_10,9.5,both,0.0367,1.11,0.1,0.3,70.83,9.45
Image_10,9.5,both,0.0367,1.1833,0.1,0.5,69.77,9.13
Image_10,9.5,both,0.0367,1.2567,0.1,0.7,68.75,8.81
Image_10,9.5,both,0.0733,1.11,0.2,0.3,69.85,9.15
Image_10,9.5,both,0.0733,1.1833,0.2,0.5,68.82,8.84
Image_10,9.5,both,0.0733,1.2567,0.2,0.7,67.84,8.54
Image_10,9.5,both,0.11,1.11,0.3,0.3,68.9,8.86
Image_10,9.5,both,0.11,1.1833,0.3,0.5,67.89,8.55
Image_10,9.5,both,0.11,1.2567,0.3,0.7,66.95,8.27
Image_10,9.0,brightness,0.04,1.0,0.1,0.0,77.18,11.08
Image_10,9.0,brightness,0.08,1.0,0.2,0.0,76.38,10.8
Image_10,9.0,brightness,0.12,1.0,0.3,0.0,75.58,10.52
Image_10,9.0,contrast,0.0,1.12,0.0,0.3,76.66,10.9
Image_10,9.0,contrast,0.0,1.2,0.0,0.5,75.79,10.6
Image_10,9.0,contrast,0.0,1.28,0.0,0.7,74.95,10.31
Image_10,9.0,both,0.04,1.12,0.1,0.3,75.86,10.62
Image_10,9.0,both,0.04,1.2,0.1,0.5,75.01,10.33
Image_10,9.0,both,0.04,1.28,0.1,0.7,74.19,10.05
Image_10,9.0,both,0.08,1.12,0.2,0.3,75.07,10.35
Image_10,9.0,both,0.08,1.2,0.2,0.5,74.24,10.07
Image_10,9.0,both,0.08,1.28,0.2,0.7,73.46,9.8
Image_10,9.0,both,0.12,1.12,0.3,0.3,74.3,10.08
Image_10,9.0,both,0.12,1.2,0.3,0.5,73.5,9.81
Image_10,9.0,both,0.12,1.28,0.3,0.7,72.76,9.57
Image_11,14.5,brightness,0.0033,1.0,0.1,0.0,8.3,0.74
Image_11,14.5,brightness,0.0067,1.0,0.2,0.0,7.67,0.64
Image_11,14.5,brightness,0.01,1.0,0.3,0.0,7.15,0.56
Image_11,14.5,contrast,0.0,1.01,0.0,0.3,7.97,0.68
Image_11,14.5,contrast,0.0,1.0167,0.0,0.5,7.47,0.61
Image_11,14.5,contrast,0.0,1.0233,0.0,0.7,6.99,0.54
Image_11,14.5,both,0.0033,1.01,0.1,0.3,7.43,0.6
Image_11,14.5,both,0.0033,1.0167,0.1,0.5,6.95,0.53
Image_11,14.5,both,0.0033,1.0233,0.1,0.7,6.47,0.47
Image_11,14.5,both,0.0067,1.01,0.2,0.3,6.91,0.53
Image_11,14.5,both,0.0067,1.0167,0.2,0.5,6.45,0.47
Image_11,14.5,both,0.0067,1.0233,0.2,0.7,5.95,0.39
Image_11,14.5,both,0.01,1.01,0.3,0.3,6.42,0.46
Image_11,14.5,both,0.01,1.0167,0.3,0.5,5.92,0.39
Image_11,14.5,both,0.01,1.0233,0.3,0.7,5.43,0.32
Image_11,14.0,brightness,0.0067,1.0,0.1,0.0,15.7,1.38
Image_11,14.0,brightness,0.0133,1.0,0.2,0.0,14.72,1.22
Image_11,14.0,brightness,0.02,1.0,0.3,0.0,13.76,1.07
Image_11,14.0,contrast,0.0,1.02,0.0,0.3,15.29,1.32
Image_11,14.0,contrast,0.0,1.0333,0.0,0.5,14.42,1.18
Image_11,14.0,contrast,0.0,1.0467,0.0,0.7,13.56,1.05
Image_11,14.0,both,0.0067,1.02,0.1,0.3,14.36,1.17
Image_11,14.0,both,0.0067,1.0333,0.1,0.5,13.5,1.04
Image_11,14.0,both,0.0067,1.0467,0.1,0.7,12.64,0.91
Image_11,14.0,both,0.0133,1.02,0.2,0.3,13.45,1.03
Image_11,14.0,both,0.0133,1.0333,0.2,0.5,12.57,0.9
Image_11,14.0,both,0.0133,1.0467,0.2,0.7,11.71,0.77
Image_11,14.0,both,0.02,1.02,0.3,0.3,12.52,0.89
Image_11,14.0,both,0.02,1.0333,0.3,0.5,11.65,0.76
Image_11,14.0,both,0.02,1.0467,0.3,0.7,10.79,0.63
Image_11,13.5,brightness,0.01,1.0,0.1,0.0,22.96,2.06
Image_11,13.5,brightness,0.02,1.0,0.2,0.0,21.64,1.84
Image_11,13.5,brightness,0.03,1.0,0.3,0.0,20.5,1.66
Image_11,13.5,contrast,0.0,1.03,0.0,0.3,22.43,1.98
Image_11,13.5,contrast,0.0,1.05,0.0,0.5,21.26,1.79
Image_11,13.5,contrast,0.0,1.07,0.0,0.7,20.11,1.6
Image_11,13.5,both,0.01,1.03,0.1,0.3,21.2,1.78
Image_11,13.5,both,0.01,1.05,0.1,0.5,20.03,1.59
Image_11,13.5,both,0.01,1.07,0.1,0.7,18.88,1.4
Image_11,13.5,both,0.02,1.03,0.2,0.3,19.96,1.57
Image_11,13.5,both,0.02,1.05,0.2,0.5,18.8,1.39
Image_11,13.5,both,0.02,1.07,0.2,0.7,17.64,1.2
Image_11,13.5,both,0.03,1.03,0.3,0.3,18.72,1.37
Image_11,13.5,both,0.03,1.05,0.3,0.5,17.56,1.19
Image_11,13.5,both,0.03,1.07,0.3,0.7,16.41,1.01
Image_11,13.0,brightness,0.0133,1.0,0.1,0.0,29.94,2.76
Image_11,13.0,brightness,0.0267,1.0,0.2,0.0,28.54,2.52
Image_11,13.0,brightness,0.04,1.0,0.3,0.0,26.98,2.24
Image_11,13.0,contrast,0.0,1.04,0.0,0.3,29.35,2.66
Image_11,13.0,contrast,0.0,1.0667,0.0,0.5,27.97,2.43
Image_11,13.0,contrast,0.0,1.0933,0.0,0.7,26.62,2.2
Image_11,13.0,both,0.0133,1.04,0.1,0.3,27.89,2.41
Image_11,13.0,both,0.0133,1.0667,0.1,0.5,26.52,2.18
Image_11,13.0,both,0.0133,1.0933,0.1,0.7,25.16,1.95
Image_11,13.0,both,0.0267,1.04,0.2,0.3,26.43,2.16
Image_11,13.0,both,0.0267,1.0667,0.2,0.5,25.06,1.93
Image_11,13.0,both,0.0267,1.0933,0.2,0.7,23.7,1.7
Image_11,13.0,both,0.04,1.04,0.3,0.3,24.97,1.91
Image_11,13.0,both,0.04,1.0667,0.3,0.5,23.6,1.68
Image_11,13.0,both,0.04,1.0933,0.3,0.7,22.25,1.46
Image_11,12.5,brightness,0.0167,1.0,0.1,0.0,36.67,3.48
Image_11,12.5,brightness,0.0333,1.0,0.2,0.0,35.1,3.19
Image_11,12.5,brightness,0.05,1.0,0.3,0.0,33.53,2.91
Image_11,12.5,contrast,0.0,1.05,0.0,0.3,36.05,3.37
Image_11,12.5,contrast,0.0,1.0833,0.0,0.5,34.55,3.1
Image_11,12.5,contrast,0.0,1.1167,0.0,0.7,33.05,2.84
Image_11,12.5,both,0.0167,1.05,0.1,0.3,34.44,3.08
Image_11,12.5,both,0.0167,1.0833,0.1,0.5,32.94,2.81
Image_11,12.5,both,0.0167,1.1167,0.1,0.7,31.45,2.55
Image_11,12.5,both,0.0333,1.05,0.2,0.3,32.84,2.79
Image_11,12.5,both,0.0333,1.0833,0.2,0.5,31.34,2.53
Image_11,12.5,both,0.0333,1.1167,0.2,0.7,29.86,2.26
Image_11,12.5,both,0.05,1.05,0.3,0.3,31.23,2.5
Image_11,12.5,both,0.05,1.0833,0.3,0.5,29.74,2.24
Image_11,12.5,both,0.05,1.1167,0.3,0.7,28.28,1.99
Image_11,12.0,brightness,0.02,1.0,0.1,0.0,43.16,4.22
Image_11,12.0,brightness,0.04,1.0,0.2,0.0,41.48,3.9
Image_11,12.0,brightness,0.06,1.0,0.3,0.0,39.81,3.58
Image_11,12.0,contrast,0.0,1.06,0.0,0.3,42.51,4.11
Image_11,12.0,contrast,0.0,1.1,0.0,0.5,40.93,3.81
Image_11,12.0,contrast,0.0,1.14,0.0,0.7,39.39,3.52
Image_11,12.0,both,0.02,1.06,0.1,0.3,40.83,3.79
Image_11,12.0,both,0.02,1.1,0.1,0.5,39.26,3.49
Image_11,12.0,both,0.02,1.14,0.1,0.7,37.73,3.2
Image_11,12.0,both,0.04,1.06,0.2,0.3,39.16,3.47
Image_11,12.0,both,0.04,1.1,0.2,0.5,37.6,3.17
Image_11,12.0,both,0.04,1.14,0.2,0.7,36.08,2.89
Image_11,12.0,both,0.06,1.06,0.3,0.3,37.49,3.15
Image_11,12.0,both,0.06,1.1,0.3,0.5,35.94,2.86
Image_11,12.0,both,0.06,1.14,0.3,0.7,34.46,2.58
Image_11,11.5,brightness,0.0233,1.0,0.1,0.0,49.47,5.03
