Image,Voltage,Strategy,b_offset,b_factor,Raw_oc,Raw_fc,Power_Saving(%),Distortion(%)
Image_7,13.0,contrast,0.0,1.04,0.0,0.3,30.34,3.25
Image_7,13.0,contrast,0.0,1.0667,0.0,0.5,29.22,3.03
Image_7,13.0,contrast,0.0,1.0933,0.0,0.7,28.17,2.82
Image_7,13.0,both,0.0133,1.04,0.1,0.3,29.2,3.01
Image_7,13.0,both,0.0133,1.0667,0.1,0.5,28.12,2.8
Image_7,13.0,both,0.0133,1.0933,0.1,0.7,27.09,2.59
Image_7,13.0,both,0.0267,1.04,0.2,0.3,28.07,2.78
Image_7,13.0,both,0.0267,1.0667,0.2,0.5,27.02,2.57
Image_7,13.0,both,0.0267,1.0933,0.2,0.7,26.02,2.37
Image_7,13.0,both,0.04,1.04,0.3,0.3,26.96,2.55
Image_7,13.0,both,0.04,1.0667,0.3,0.5,25.94,2.34
Image_7,13.0,both,0.04,1.0933,0.3,0.7,24.97,2.15
Image_7,12.5,brightness,0.0167,1.0,0.1,0.0,37.88,4.24
Image_7,12.5,brightness,0.0333,1.0,0.2,0.0,36.61,3.96
Image_7,12.5,brightness,0.05,1.0,0.3,0.0,35.38,3.69
Image_7,12.5,contrast,0.0,1.05,0.0,0.3,37.25,4.12
Image_7,12.5,contrast,0.0,1.0833,0.0,0.5,36.06,3.87
Image_7,12.5,contrast,0.0,1.1167,0.0,0.7,34.94,3.63
Image_7,12.5,both,0.0167,1.05,0.1,0.3,36.02,3.85
Image_7,12.5,both,0.0167,1.0833,0.1,0.5,34.86,3.6
Image_7,12.5,both,0.0167,1.1167,0.1,0.7,33.78,3.37
Image_7,12.5,both,0.0333,1.05,0.2,0.3,34.8,3.58
Image_7,12.5,both,0.0333,1.0833,0.2,0.5,33.68,3.34
Image_7,12.5,both,0.0333,1.1167,0.2,0.7,32.64,3.12
Image_7,12.5,both,0.05,1.05,0.3,0.3,33.6,3.31
Image_7,12.5,both,0.05,1.0833,0.3,0.5,32.53,3.08
Image_7,12.5,both,0.05,1.1167,0.3,0.7,31.52,2.87
Image_7,12.0,brightness,0.02,1.0,0.1,0.0,44.53,5.14
Image_7,12.0,brightness,0.04,1.0,0.2,0.0,43.2,4.83
Image_7,12.0,brightness,0.06,1.0,0.3,0.0,41.9,4.53
Image_7,12.0,contrast,0.0,1.06,0.0,0.3,43.91,5.02
Image_7,12.0,contrast,0.0,1.1,0.0,0.5,42.68,4.74
Image_7,12.0,contrast,0.0,1.14,0.0,0.7,41.57,4.49
Image_7,12.0,both,0.02,1.06,0.1,0.3,42.63,4.72
Image_7,12.0,both,0.02,1.1,0.1,0.5,41.46,4.46
Image_7,12.0,both,0.02,1.14,0.1,0.7,40.38,4.21
Image_7,12.0,both,0.04,1.06,0.2,0.3,41.37,4.43
Image_7,12.0,both,0.04,1.1,0.2,0.5,40.25,4.17
Image_7,12.0,both,0.04,1.14,0.2,0.7,39.22,3.94
Image_7,12.0,both,0.06,1.06,0.3,0.3,40.15,4.14
Image_7,12.0,both,0.06,1.1,0.3,0.5,39.07,3.9
Image_7,12.0,both,0.06,1.14,0.3,0.7,38.08,3.67
Image_7,11.5,brightness,0.0233,1.0,0.1,0.0,50.96,6.11
Image_7,11.5,brightness,0.0467,1.0,0.2,0.0,49.62,5.78
Image_7,11.5,brightness,0.07,1.0,0.3,0.0,48.32,5.45
Image_7,11.5,contrast,0.0,1.07,0.0,0.3,50.28,5.96
Image_7,11.5,contrast,0.0,1.1167,0.0,0.5,49.09,5.67
Image_7,11.5,contrast,0.0,1.1633,0.0,0.7,48.0,5.41
Image_7,11.5,both,0.0233,1.07,0.1,0.3,49.01,5.64
Image_7,11.5,both,0.0233,1.1167,0.1,0.5,47.88,5.37
Image_7,11.5,both,0.0233,1.1633,0.1,0.7,46.84,5.12
Image_7,11.5,both,0.0467,1.07,0.2,0.3,47.77,5.33
Image_7,11.5,both,0.0467,1.1167,0.2,0.5,46.69,5.07
Image_7,11.5,both,0.0467,1.1633,0.2,0.7,45.7,4.84
Image_7,11.5,both,0.07,1.07,0.3,0.3,46.56,5.03
Image_7,11.5,both,0.07,1.1167,0.3,0.5,45.54,4.79
Image_7,11.5,both,0.07,1.1633,0.3,0.7,44.6,4.57
Image_7,11.0,brightness,0.0267,1.0,0.1,0.0,56.99,7.07
Image_7,11.0,brightness,0.0533,1.0,0.2,0.0,55.69,6.72
Image_7,11.0,brightness,0.08,1.0,0.3,0.0,54.43,6.39
Image_7,11.0,contrast,0.0,1.08,0.0,0.3,56.36,6.92
Image_7,11.0,contrast,0.0,1.1333,0.0,0.5,55.24,6.63
Image_7,11.0,contrast,0.0,1.1867,0.0,0.7,54.22,6.37
Image_7,11.0,both,0.0267,1.08,0.1,0.3,55.15,6.6
Image_7,11.0,both,0.0267,1.1333,0.1,0.5,54.09,6.33
Image_7,11.0,both,0.0267,1.1867,0.1,0.7,53.12,6.08
Image_7,11.0,both,0.0533,1.08,0.2,0.3,53.97,6.28
Image_7,11.0,both,0.0533,1.1333,0.2,0.5,52.96,6.03
Image_7,11.0,both,0.0533,1.1867,0.2,0.7,52.05,5.79
Image_7,11.0,both,0.08,1.08,0.3,0.3,52.82,5.98
Image_7,11.0,both,0.08,1.1333,0.3,0.5,51.87,5.74
Image_7,11.0,both,0.08,1.1867,0.3,0.7,51.01,5.52
Image_7,10.5,brightness,0.03,1.0,0.1,0.0,62.71,8.06
Image_7,10.5,brightness,0.06,1.0,0.2,0.0,61.49,7.71
Image_7,10.5,brightness,0.09,1.0,0.3,0.0,60.38,7.4
Image_7,10.5,contrast,0.0,1.09,0.0,0.3,62.15,7.92
Image_7,10.5,contrast,0.0,1.15,0.0,0.5,61.13,7.64
Image_7,10.5,contrast,0.0,1.21,0.0,0.7,60.2,7.38
Image_7,10.5,both,0.03,1.09,0.1,0.3,61.03,7.6
Image_7,10.5,both,0.03,1.15,0.1,0.5,60.07,7.33
Image_7,10.5,both,0.03,1.21,0.1,0.7,59.2,7.1
Image_7,10.5,both,0.06,1.09,0.2,0.3,59.94,7.29
Image_7,10.5,both,0.06,1.15,0.2,0.5,59.04,7.04
Image_7,10.5,both,0.06,1.21,0.2,0.7,58.22,6.82
Image_7,10.5,both,0.09,1.09,0.3,0.3,58.89,6.99
Image_7,10.5,both,0.09,1.15,0.3,0.5,58.04,6.76
Image_7,10.5,both,0.09,1.21,0.3,0.7,57.27,6.55
Image_7,10.0,brightness,0.0333,1.0,0.1,0.0,68.11,9.08
Image_7,10.0,brightness,0.0667,1.0,0.2,0.0,67.03,8.75
Image_7,10.0,brightness,0.1,1.0,0.3,0.0,66.01,8.45
Image_7,10.0,contrast,0.0,1.1,0.0,0.3,67.63,8.95
Image_7,10.0,contrast,0.0,1.1667,0.0,0.5,66.72,8.69
Image_7,10.0,contrast,0.0,1.2333,0.0,0.7,65.92,8.45
Image_7,10.0,both,0.0333,1.1,0.1,0.3,66.63,8.65
Image_7,10.0,both,0.0333,1.1667,0.1,0.5,65.78,8.4
Image_7,10.0,both,0.0333,1.2333,0.1,0.7,65.03,8.18
Image_7,10.0,both,0.0667,1.1,0.2,0.3,65.66,8.35
Image_7,10.0,both,0.0667,1.1667,0.2,0.5,64.88,8.12
Image_7,10.0,both,0.0667,1.2333,0.2,0.7,64.17,7.91
Image_7,10.0,both,0.1,1.1,0.3,0.3,64.73,8.07
Image_7,10.0,both,0.1,1.1667,0.3,0.5,64.0,7.85
Image_7,10.0,both,0.1,1.2333,0.3,0.7,63.34,7.66
Image_7,9.5,brightness,0.0367,1.0,0.1,0.0,73.19,10.15
Image_7,9.5,brightness,0.0733,1.0,0.2,0.0,72.28,9.86
Image_7,9.5,brightness,0.11,1.0,0.3,0.0,71.38,9.55
Image_7,9.5,contrast,0.0,1.11,0.0,0.3,72.79,10.03
Image_7,9.5,contrast,0.0,1.1833,0.0,0.5,72.03,9.79
Image_7,9.5,contrast,0.0,1.2567,0.0,0.7,71.36,9.58
Image_7,9.5,both,0.0367,1.11,0.1,0.3,71.94,9.75
Image_7,9.5,both,0.0367,1.1833,0.1,0.5,71.23,9.53
Image_7,9.5,both,0.0367,1.2567,0.1,0.7,70.61,9.33
Image_7,9.5,both,0.0733,1.11,0.2,0.3,71.12,9.48
Image_7,9.5,both,0.0733,1.1833,0.2,0.5,70.46,9.27
Image_7,9.5,both,0.0733,1.2567,0.2,0.7,69.88,9.09
Image_7,9.5,both,0.11,1.11,0.3,0.3,70.33,9.23
Image_7,9.5,both,0.11,1.1833,0.3,0.5,69.72,9.03
Image_7,9.5,both,0.11,1.2567,0.3,0.7,69.18,8.85
Image_7,9.0,brightness,0.04,1.0,0.1,0.0,77.94,11.24
Image_7,9.0,brightness,0.08,1.0,0.2,0.0,77.2,10.99
Image_7,9.0,brightness,0.12,1.0,0.3,0.0,76.49,10.75
Image_7,9.0,contrast,0.0,1.12,0.0,0.3,77.63,11.13
Image_7,9.0,contrast,0.0,1.2,0.0,0.5,77.02,10.93
Image_7,9.0,contrast,0.0,1.28,0.0,0.7,76.49,10.75
Image_7,9.0,both,0.04,1.12,0.1,0.3,76.94,10.91
Image_7,9.0,both,0.04,1.2,0.1,0.5,76.38,10.71
Image_7,9.0,both,0.04,1.28,0.1,0.7,75.89,10.54
Image_7,9.0,both,0.08,1.12,0.2,0.3,76.28,10.68
Image_7,9.0,both,0.08,1.2,0.2,0.5,75.76,10.5
Image_7,9.0,both,0.08,1.28,0.2,0.7,75.3,10.34
Image_7,9.0,both,0.12,1.12,0.3,0.3,75.65,10.46
Image_7,9.0,both,0.12,1.2,0.3,0.5,75.17,10.29
Image_7,9.0,both,0.12,1.28,0.3,0.7,74.74,10.14
Image_8,14.5,brightness,0.0033,1.0,0.1,0.0,7.96,0.62
Image_8,14.5,brightness,0.0067,1.0,0.2,0.0,7.06,0.52
Image_8,14.5,brightness,0.01,1.0,0.3,0.0,6.49,0.4
Image_8,14.5,contrast,0.0,1.01,0.0,0.3,7.82,0.59
Image_8,14.5,contrast,0.0,1.0167,0.0,0.5,7.35,0.52
Image_8,14.5,contrast,0.0,1.0233,0.0,0.7,6.87,0.47
Image_8,14.5,both,0.0033,1.01,0.1,0.3,7.05,0.51
Image_8,14.5,both,0.0033,1.0167,0.1,0.5,6.66,0.43
Image_8,14.5,both,0.0033,1.0233,0.1,0.7,6.21,0.38
Image_8,14.5,both,0.0067,1.01,0.2,0.3,6.46,0.41
Image_8,14.5,both,0.0067,1.0167,0.2,0.5,5.97,0.35
Image_8,14.5,both,0.0067,1.0233,0.2,0.7,5.54,0.29
Image_8,14.5,both,0.01,1.01,0.3,0.3,5.73,0.32
Image_8,14.5,both,0.01,1.0167,0.3,0.5,5.32,0.27
Image_8,14.5,both,0.01,1.0233,0.3,0.7,4.86,0.22
Image_8,14.0,brightness,0.0067,1.0,0.1,0.0,14.8,1.14
Image_8,14.0,brightness,0.0133,1.0,0.2,0.0,13.57,0.93
Image_8,14.0,brightness,0.02,1.0,0.3,0.0,12.3,0.73
Image_8,14.0,contrast,0.0,1.02,0.0,0.3,14.82,1.12
Image_8,14.0,contrast,0.0,1.0333,0.0,0.5,14.02,1.0
Image_8,14.0,contrast,0.0,1.0467,0.0,0.7,13.22,0.89
Image_8,14.0,both,0.0067,1.02,0.1,0.3,13.62,0.94
Image_8,14.0,both,0.0067,1.0333,0.1,0.5,12.82,0.83
Image_8,14.0,both,0.0067,1.0467,0.1,0.7,12.02,0.72
Image_8,14.0,both,0.0133,1.02,0.2,0.3,12.41,0.77
Image_8,14.0,both,0.0133,1.0333,0.2,0.5,11.62,0.66
Image_8,14.0,both,0.0133,1.0467,0.2,0.7,10.81,0.56
Image_8,14.0,both,0.02,1.02,0.3,0.3,11.22,0.61
Image_8,14.0,both,0.02,1.0333,0.3,0.5,10.4,0.51
Image_8,14.0,both,0.02,1.0467,0.3,0.7,9.62,0.41
Image_8,13.5,brightness,0.01,1.0,0.1,0.0,21.75,1.66
Image_8,13.5,brightness,0.02,1.0,0.2,0.0,19.98,1.38
Image_8,13.5,brightness,0.03,1.0,0.3,0.0,18.5,1.2
Image_8,13.5,contrast,0.0,1.03,0.0,0.3,21.71,1.67
Image_8,13.5,contrast,0.0,1.05,0.0,0.5,20.61,1.51
Image_8,13.5,contrast,0.0,1.07,0.0,0.7,19.56,1.36
Image_8,13.5,both,0.01,1.03,0.1,0.3,20.09,1.43
Image_8,13.5,both,0.01,1.05,0.1,0.5,19.01,1.27
Image_8,13.5,both,0.01,1.07,0.1,0.7,17.93,1.12
Image_8,13.5,both,0.02,1.03,0.2,0.3,18.46,1.19
Image_8,13.5,both,0.02,1.05,0.2,0.5,17.39,1.03
Image_8,13.5,both,0.02,1.07,0.2,0.7,16.33,0.88
Image_8,13.5,both,0.03,1.03,0.3,0.3,16.86,0.96
Image_8,13.5,both,0.03,1.05,0.3,0.5,15.78,0.8
Image_8,13.5,both,0.03,1.07,0.3,0.7,14.72,0.66
Image_8,13.0,brightness,0.0133,1.0,0.1,0.0,28.32,2.23
Image_8,13.0,brightness,0.0267,1.0,0.2,0.0,26.52,1.97
Image_8,13.0,brightness,0.04,1.0,0.3,0.0,24.47,1.61
Image_8,13.0,contrast,0.0,1.04,0.0,0.3,28.35,2.25
Image_8,13.0,contrast,0.0,1.0667,0.0,0.5,27.09,2.05
Image_8,13.0,contrast,0.0,1.0933,0.0,0.7,25.84,1.86
Image_8,13.0,both,0.0133,1.04,0.1,0.3,26.45,1.95
Image_8,13.0,both,0.0133,1.0667,0.1,0.5,25.2,1.75
Image_8,13.0,both,0.0133,1.0933,0.1,0.7,23.93,1.56
Image_8,13.0,both,0.0267,1.04,0.2,0.3,24.54,1.64
Image_8,13.0,both,0.0267,1.0667,0.2,0.5,23.28,1.45
Image_8,13.0,both,0.0267,1.0933,0.2,0.7,22.03,1.26
Image_8,13.0,both,0.04,1.04,0.3,0.3,22.64,1.35
Image_8,13.0,both,0.04,1.0667,0.3,0.5,21.38,1.16
Image_8,13.0,both,0.04,1.0933,0.3,0.7,20.12,0.98
Image_8,12.5,brightness,0.0167,1.0,0.1,0.0,34.77,2.81
Image_8,12.5,brightness,0.0333,1.0,0.2,0.0,32.71,2.48
Image_8,12.5,brightness,0.05,1.0,0.3,0.0,30.66,2.16
Image_8,12.5,contrast,0.0,1.05,0.0,0.3,34.81,2.84
Image_8,12.5,contrast,0.0,1.0833,0.0,0.5,33.44,2.62
Image_8,12.5,contrast,0.0,1.1167,0.0,0.7,32.04,2.39
Image_8,12.5,both,0.0167,1.05,0.1,0.3,32.72,2.49
Image_8,12.5,both,0.0167,1.0833,0.1,0.5,31.34,2.27
Image_8,12.5,both,0.0167,1.1167,0.1,0.7,29.95,2.04
Image_8,12.5,both,0.0333,1.05,0.2,0.3,30.62,2.14
Image_8,12.5,both,0.0333,1.0833,0.2,0.5,29.24,1.93
Image_8,12.5,both,0.0333,1.1167,0.2,0.7,27.86,1.71
Image_8,12.5,both,0.05,1.05,0.3,0.3,28.53,1.81
Image_8,12.5,both,0.05,1.0833,0.3,0.5,27.15,1.59
Image_8,12.5,both,0.05,1.1167,0.3,0.7,25.77,1.37
Image_8,12.0,brightness,0.02,1.0,0.1,0.0,40.98,3.41
Image_8,12.0,brightness,0.04,1.0,0.2,0.0,38.8,3.04
Image_8,12.0,brightness,0.06,1.0,0.3,0.0,36.62,2.67
Image_8,12.0,contrast,0.0,1.06,0.0,0.3,41.06,3.46
Image_8,12.0,contrast,0.0,1.1,0.0,0.5,39.59,3.2
Image_8,12.0,contrast,0.0,1.14,0.0,0.7,38.17,2.96
Image_8,12.0,both,0.02,1.06,0.1,0.3,38.86,3.07
Image_8,12.0,both,0.02,1.1,0.1,0.5,37.41,2.82
Image_8,12.0,both,0.02,1.14,0.1,0.7,35.98,2.59
Image_8,12.0,both,0.04,1.06,0.2,0.3,36.67,2.69
Image_8,12.0,both,0.04,1.1,0.2,0.5,35.22,2.44
Image_8,12.0,both,0.04,1.14,0.2,0.7,33.8,2.21
Image_8,12.0,both,0.06,1.06,0.3,0.3,34.49,2.32
Image_8,12.0,both,0.06,1.1,0.3,0.5,33.04,2.07
Image_8,12.0,both,0.06,1.14,0.3,0.7,31.63,1.84
Image_8,11.5,brightness,0.0233,1.0,0.1,0.0,47.13,4.13
Image_8,11.5,brightness,0.0467,1.0,0.2,0.0,44.91,3.71
Image_8,11.5,brightness,0.07,1.0,0.3,0.0,42.7,3.3
Image_8,11.5,contrast,0.0,1.07,0.0,0.3,47.07,4.1
Image_8,11.5,contrast,0.0,1.1167,0.0,0.5,45.61,3.83
Image_8,11.5,contrast,0.0,1.1633,0.0,0.7,44.17,3.57
Image_8,11.5,both,0.0233,1.07,0.1,0.3,44.87,3.69
Image_8,11.5,both,0.0233,1.1167,0.1,0.5,43.42,3.43
Image_8,11.5,both,0.0233,1.1633,0.1,0.7,41.98,3.17
Image_8,11.5,both,0.0467,1.07,0.2,0.3,42.67,3.28
Image_8,11.5,both,0.0467,1.1167,0.2,0.5,41.23,3.03
Image_8,11.5,both,0.0467,1.1633,0.2,0.7,39.8,2.77
Image_8,11.5,both,0.07,1.07,0.3,0.3,40.48,2.89
Image_8,11.5,both,0.07,1.1167,0.3,0.5,39.04,2.63
Image_8,11.5,both,0.07,1.1633,0.3,0.7,37.63,2.38
Image_8,11.0,brightness,0.0267,1.0,0.1,0.0,52.86,4.77
Image_8,11.0,brightness,0.0533,1.0,0.2,0.0,50.7,4.34
Image_8,11.0,brightness,0.08,1.0,0.3,0.0,48.54,3.9
Image_8,11.0,contrast,0.0,1.08,0.0,0.3,52.82,4.76
Image_8,11.0,contrast,0.0,1.1333,0.0,0.5,51.42,4.49
Image_8,11.0,contrast,0.0,1.1867,0.0,0.7,50.03,4.22
Image_8,11.0,both,0.0267,1.08,0.1,0.3,50.7,4.34
Image_8,11.0,both,0.0267,1.1333,0.1,0.5,49.3,4.07
Image_8,11.0,both,0.0267,1.1867,0.1,0.7,47.93,3.81
Image_8,11.0,both,0.0533,1.08,0.2,0.3,48.58,3.92
Image_8,11.0,both,0.0533,1.1333,0.2,0.5,47.18,3.66
Image_8,11.0,both,0.0533,1.1867,0.2,0.7,45.82,3.4
Image_8,11.0,both,0.08,1.08,0.3,0.3,46.45,3.51
Image_8,11.0,both,0.08,1.1333,0.3,0.5,45.08,3.25
Image_8,11.0,both,0.08,1.1867,0.3,0.7,43.73,3.0
Image_8,10.5,brightness,0.03,1.0,0.1,0.0,58.35,5.45
Image_8,10.5,brightness,0.06,1.0,0.2,0.0,56.32,5.01
Image_8,10.5,brightness,0.09,1.0,0.3,0.0,54.4,4.63
Image_8,10.5,contrast,0.0,1.09,0.0,0.3,58.34,5.44
Image_8,10.5,contrast,0.0,1.15,0.0,0.5,57.04,5.17
Image_8,10.5,contrast,0.0,1.21,0.0,0.7,55.74,4.91
Image_8,10.5,both,0.03,1.09,0.1,0.3,56.36,5.03
Image_8,10.5,both,0.03,1.15,0.1,0.5,55.06,4.76
Image_8,10.5,both,0.03,1.21,0.1,0.7,53.77,4.5
Image_8,10.5,both,0.06,1.09,0.2,0.3,54.37,4.62
Image_8,10.5,both,0.06,1.15,0.2,0.5,53.08,4.35
Image_8,10.5,both,0.06,1.21,0.2,0.7,51.82,4.1
Image_8,10.5,both,0.09,1.09,0.3,0.3,52.39,4.21
Image_8,10.5,both,0.09,1.15,0.3,0.5,51.12,3.95
Image_8,10.5,both,0.09,1.21,0.3,0.7,49.87,3.7
Image_8,10.0,brightness,0.0333,1.0,0.1,0.0,63.59,6.16
Image_8,10.0,brightness,0.0667,1.0,0.2,0.0,61.78,5.74
Image_8,10.0,brightness,0.1,1.0,0.3,0.0,60.0,5.35
Image_8,10.0,contrast,0.0,1.1,0.0,0.3,63.59,6.16
Image_8,10.0,contrast,0.0,1.1667,0.0,0.5,62.41,5.9
Image_8,10.0,contrast,0.0,1.2333,0.0,0.7,61.26,5.64
Image_8,10.0,both,0.0333,1.1,0.1,0.3,61.81,5.76
Image_8,10.0,both,0.0333,1.1667,0.1,0.5,60.64,5.5
Image_8,10.0,both,0.0333,1.2333,0.1,0.7,59.5,5.25
Image_8,10.0,both,0.0667,1.1,0.2,0.3,60.02,5.36
Image_8,10.0,both,0.0667,1.1667,0.2,0.5,58.86,5.11
Image_8,10.0,both,0.0667,1.2333,0.2,0.7,57.74,4.86
Image_8,10.0,both,0.1,1.1,0.3,0.3,58.24,4.97
Image_8,10.0,both,0.1,1.1667,0.3,0.5,57.1,4.72
Image_8,10.0,both,0.1,1.2333,0.3,0.7,55.99,4.48
Image_8,9.5,brightness,0.0367,1.0,0.1,0.0,68.57,6.91
Image_8,9.5,brightness,0.0733,1.0,0.2,0.0,67.04,6.55
Image_8,9.5,brightness,0.11,1.0,0.3,0.0,65.45,6.14
Image_8,9.5,contrast,0.0,1.11,0.0,0.3,68.59,6.91
Image_8,9.5,contrast,0.0,1.1833,0.0,0.5,67.58,6.67
Image_8,9.5,contrast,0.0,1.2567,0.0,0.7,66.58,6.43
Image_8,9.5,both,0.0367,1.11,0.1,0.3,67.05,6.54
Image_8,9.5,both,0.0367,1.1833,0.1,0.5,66.04,6.3
Image_8,9.5,both,0.0367,1.2567,0.1,0.7,65.06,6.07
Image_8,9.5,both,0.0733,1.11,0.2,0.3,65.51,6.18
Image_8,9.5,both,0.0733,1.1833,0.2,0.5,64.52,5.94
Image_8,9.5,both,0.0733,1.2567,0.2,0.7,63.55,5.71
Image_8,9.5,both,0.11,1.11,0.3,0.3,63.98,5.81
Image_8,9.5,both,0.11,1.1833,0.3,0.5,63.0,5.58
Image_8,9.5,both,0.11,1.2567,0.3,0.7,62.04,5.35
Image_8,9.0,brightness,0.04,1.0,0.1,0.0,73.28,7.68
Image_8,9.0,brightness,0.08,1.0,0.2,0.0,72.02,7.37
Image_8,9.0,brightness,0.12,1.0,0.3,0.0,70.77,7.05
Image_8,9.0,contrast,0.0,1.12,0.0,0.3,73.3,7.68
Image_8,9.0,contrast,0.0,1.2,0.0,0.5,72.48,7.47
Image_8,9.0,contrast,0.0,1.28,0.0,0.7,71.67,7.27
Image_8,9.0,both,0.04,1.12,0.1,0.3,72.04,7.37
Image_8,9.0,both,0.04,1.2,0.1,0.5,71.23,7.16
Image_8,9.0,both,0.04,1.28,0.1,0.7,70.43,6.95
Image_8,9.0,both,0.08,1.12,0.2,0.3,70.79,7.05
Image_8,9.0,both,0.08,1.2,0.2,0.5,69.98,6.84
Image_8,9.0,both,0.08,1.28,0.2,0.7,69.2,6.64
Image_8,9.0,both,0.12,1.12,0.3,0.3,69.54,6.73
Image_8,9.0,both,0.12,1.2,0.3,0.5,68.75,6.52
Image_8,9.0,both,0.12,1.28,0.3,0.7,67.98,6.32
Image_9,14.5,brightness,0.0033,1.0,0.1,0.0,8.48,0.88
Image_9,14.5,brightness,0.0067,1.0,0.2,0.0,7.95,0.78
Image_9,14.5,brightness,0.01,1.0,0.3,0.0,7.46,0.69
Image_9,14.5,contrast,0.0,1.01,0.0,0.3,8.15,0.81
Image_9,14.5,contrast,0.0,1.0167,0.0,0.5,7.73,0.74
Image_9,14.5,contrast,0.0,1.0233,0.0,0.7,7.31,0.67
Image_9,14.5,both,0.0033,1.01,0.1,0.3,7.69,0.73
Image_9,14.5,both,0.0033,1.0167,0.1,0.5,7.31,0.66
Image_9,14.5,both,0.0033,1.0233,0.1,0.7,6.89,0.59
Image_9,14.5,both,0.0067,1.01,0.2,0.3,7.29,0.66
Image_9,14.5,both,0.0067,1.0167,0.2,0.5,6.89,0.59
Image_9,14.5,both,0.0067,1.0233,0.2,0.7,6.47,0.52
Image_9,14.5,both,0.01,1.01,0.3,0.3,6.86,0.59
Image_9,14.5,both,0.01,1.0167,0.3,0.5,6.46,0.51
Image_9,14.5,both,0.01,1.0233,0.3,0.7,6.05,0.45
Image_9,14.0,brightness,0.0067,1.0,0.1,0.0,16.12,1.67
Image_9,14.0,brightness,0.0133,1.0,0.2,0.0,15.28,1.49
Image_9,14.0,brightness,0.02,1.0,0.3,0.0,14.49,1.34
Image_9,14.0,contrast,0.0,1.02,0.0,0.3,15.74,1.6
Image_9,14.0,contrast,0.0,1.0333,0.0,0.5,15.0,1.46
Image_9,14.0,contrast,0.0,1.0467,0.0,0.7,14.27,1.32
Image_9,14.0,both,0.0067,1.02,0.1,0.3,14.98,1.45
Image_9,14.0,both,0.0067,1.0333,0.1,0.5,14.25,1.31
Image_9,14.0,both,0.0067,1.0467,0.1,0.7,13.52,1.18
Image_9,14.0,both,0.0133,1.02,0.2,0.3,14.22,1.3
Image_9,14.0,both,0.0133,1.0333,0.2,0.5,13.49,1.16
Image_9,14.0,both,0.0133,1.0467,0.2,0.7,12.77,1.03
Image_9,14.0,both,0.02,1.02,0.3,0.3,13.46,1.15
Image_9,14.0,both,0.02,1.0333,0.3,0.5,12.73,1.02
Image_9,14.0,both,0.02,1.0467,0.3,0.7,12.01,0.9
Image_9,13.5,brightness,0.01,1.0,0.1,0.0,23.55,2.5
Image_9,13.5,brightness,0.02,1.0,0.2,0.0,22.48,2.26
Image_9,13.5,brightness,0.03,1.0,0.3,0.0,21.53,2.08
Image_9,13.5,contrast,0.0,1.03,0.0,0.3,23.1,2.41
Image_9,13.5,contrast,0.0,1.05,0.0,0.5,22.12,2.22
Image_9,13.5,contrast,0.0,1.07,0.0,0.7,21.16,2.03
Image_9,13.5,both,0.01,1.03,0.1,0.3,22.09,2.2
Image_9,13.5,both,0.01,1.05,0.1,0.5,21.11,2.01
Image_9,13.5,both,0.01,1.07,0.1,0.7,20.15,1.83
Image_9,13.5,both,0.02,1.03,0.2,0.3,21.07,2.0
Image_9,13.5,both,0.02,1.05,0.2,0.5,20.1,1.81
Image_9,13.5,both,0.02,1.07,0.2,0.7,19.15,1.62
Image_9,13.5,both,0.03,1.03,0.3,0.3,20.06,1.79
Image_9,13.5,both,0.03,1.05,0.3,0.5,19.1,1.6
Image_9,13.5,both,0.03,1.07,0.3,0.7,18.15,1.42
Image_9,13.0,brightness,0.0133,1.0,0.1,0.0,30.74,3.34
Image_9,13.0,brightness,0.0267,1.0,0.2,0.0,29.59,3.11
Image_9,13.0,brightness,0.04,1.0,0.3,0.0,28.31,2.81
Image_9,13.0,contrast,0.0,1.04,0.0,0.3,30.22,3.25
Image_9,13.0,contrast,0.0,1.0667,0.0,0.5,29.07,3.01
Image_9,13.0,contrast,0.0,1.0933,0.0,0.7,27.95,2.78
Image_9,13.0,both,0.0133,1.04,0.1,0.3,29.02,2.99
Image_9,13.0,both,0.0133,1.0667,0.1,0.5,27.89,2.76
Image_9,13.0,both,0.0133,1.0933,0.1,0.7,26.76,2.53
Image_9,13.0,both,0.0267,1.04,0.2,0.3,27.83,2.73
Image_9,13.0,both,0.0267,1.0667,0.2,0.5,26.7,2.5
Image_9,13.0,both,0.0267,1.0933,0.2,0.7,25.59,2.27
Image_9,13.0,both,0.04,1.04,0.3,0.3,26.64,2.48
Image_9,13.0,both,0.04,1.0667,0.3,0.5,25.52,2.25
Image_9,13.0,both,0.04,1.0933,0.3,0.7,24.42,2.02
Image_9,12.5,brightness,0.0167,1.0,0.1,0.0,37.65,4.22
Image_9,12.5,brightness,0.0333,1.0,0.2,0.0,36.35,3.93
Image_9,12.5,brightness,0.05,1.0,0.3,0.0,35.06,3.65
Image_9,12.5,contrast,0.0,1.05,0.0,0.3,37.08,4.12
Image_9,12.5,contrast,0.0,1.0833,0.0,0.5,35.84,3.84
Image_9,12.5,contrast,0.0,1.1167,0.0,0.7,34.6,3.57
Image_9,12.5,both,0.0167,1.05,0.1,0.3,35.77,3.82
Image_9,12.5,both,0.0167,1.0833,0.1,0.5,34.53,3.55
Image_9,12.5,both,0.0167,1.1167,0.1,0.7,33.31,3.28
